Gene	A.1	A.2	A.3	B.1	B.2	B.3
Tecpr1	198	444	197	359	205	409
Bri3	550	786	730	818	667	966
Baiap2l1	105	157	128	109	67	126
Gm15708	4	14	28	23	14	19
Nptx2	1	5	3	4	1	1
Tmem130	1	0	0	0	3	0
Trrap	191	262	385	198	304	319
Smurf1	119	185	137	251	205	274
Kpna7	0	0	0	0	0	0
Gm4871	0	0	0	0	0	0
1700018F24Rik	0	1	0	0	0	0
Arpc1a	327	363	412	386	374	457
Arpc1b	942	1325	831	3318	4733	3689
Pdap1	203	419	290	607	822	641
Bud31	140	216	162	249	329	264
Ptcd1	31	44	43	69	57	73
Cpsf4	60	84	80	104	148	116
Atp5j2	442	697	530	784	806	946
Zkscan14	28	49	13	40	35	35
Zkscan5	15	33	35	40	81	25
Zfp655	67	131	98	144	150	109
Zscan25	0	0	0	0	0	0
Cyp3a57	0	0	0	1	0	0
Cyp3a16	0	0	0	0	0	0
Cyp3a41a	0	0	0	0	0	0
Cyp3a41b	0	0	0	0	0	0
Cyp3a44	0	0	0	0	0	0
Cyp3a11	0	0	1	0	0	0
Cyp3a25	0	0	0	0	0	0
Cyp3a59	0	0	0	0	0	0
1700001J03Rik	1	5	3	5	5	3
Rnf6	250	325	235	368	333	434
Cdk8	35	85	81	115	66	120
Wasf3	5	6	16	8	9	8
Gm6408	0	0	0	0	0	0
Gm6370	0	0	0	0	0	0
Gm3415	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0
Gm3402	0	0	0	0	0	0
Gm3404	0	0	0	0	0	0
Gm3409	0	0	0	0	0	0
Gpr12	0	0	0	0	0	0
Usp12	96	151	108	117	124	168
Rpl21	497	892	673	818	818	1056
Rasl11a	11	41	14	34	25	36
Gtf3a	60	98	88	132	136	188
Mtif3	32	48	54	68	63	65
Lnx2	170	389	236	259	184	260
Polr1d	312	565	357	565	702	657
Gsx1	0	0	0	0	0	0
2210019I11Rik	0	0	0	0	0	0
Pdx1	0	0	0	0	0	0
Cdx2	0	0	0	0	0	0
Prhoxnb	0	0	0	0	0	0
Flt3	16	13	14	11	10	16
D5Ertd605e	1	0	0	2	2	1
Pan3	238	372	328	389	334	456
Flt1	956	1340	1791	1373	1820	2008
Pomp	1149	1636	1641	1763	2375	1915
Slc46a3	87	100	194	121	91	168
Mtus2	60	71	73	73	60	72
Slc7a1	52	122	93	91	250	116
Ubl3	674	1093	849	1120	1149	1437
2210417A02Rik	0	1	3	0	1	1
Katnal1	53	70	93	57	52	78
8430423G03Rik	0	0	0	0	1	0
Gm15408	5	1	9	5	5	6
Hmgb1	393	586	576	493	408	607
5730422E09Rik	1	1	2	2	1	2
Gm8615	80	51	89	148	199	181
Uspl1	100	182	141	172	194	193
Alox5ap	117	160	96	393	1024	467
Medag	26	66	92	85	241	65
Tex26	7	9	5	7	2	7
Gm15997	0	0	0	0	0	0
Wdr95	10	12	25	11	7	14
Hsph1	186	516	264	415	242	397
B3galtl	64	106	71	92	97	137
4930500F04Rik	0	0	0	0	0	0
Rxfp2	0	0	2	0	2	1
Fry	195	335	355	296	235	363
Gm5	0	0	0	0	0	0
Zar1l	0	0	0	0	0	0
Brca2	21	13	8	41	29	37
N4bp2l1	82	96	83	84	125	122
N4bp2l2	255	401	327	371	400	449
Pds5b	221	362	250	285	259	346
Kl	0	0	0	1	2	4
Stard13	364	476	357	442	234	628
1700028E10Rik	2	3	1	0	0	0
Vmn2r18	0	1	0	1	0	0
Rfc3	36	64	50	82	138	101
Gm8579	0	0	0	0	0	0
Samd9l	98	166	98	240	482	240
Hepacam2	59	53	51	52	0	44
Ccdc132	66	102	69	81	100	108
Calcr	1	1	1	1	3	5
Mir653	0	0	0	0	0	0
Mir489	0	0	0	0	0	0
Tfpi2	8	23	8	20	59	15
Gngt1	0	0	0	0	0	0
Gng11	517	1020	659	641	482	951
Bet1	46	107	70	134	150	164
Col1a2	1226	2572	1675	2300	2669	3377
Casd1	306	420	338	380	292	445
Sgce	150	255	177	170	81	261
Peg10	3	5	6	6	8	6
Ppp1r9a	248	484	354	364	266	507
Pon1	119	419	319	102	18	87
Pon3	227	280	295	292	239	475
Pon2	344	700	455	702	682	961
Asb4	7	22	4	8	63	19
Pdk4	5	29	11	17	40	5
Dync1i1	1	0	0	0	0	0
1700019G24Rik	0	0	0	1	0	0
Slc25a13	46	46	73	50	75	65
Shfm1	591	831	721	803	1121	1158
Dlx6as1	0	0	0	0	0	0
Dlx6	0	0	0	0	0	0
Dlx6as2	0	0	2	0	0	0
Dlx5	0	0	0	0	0	0
Acn9	5	5	5	1	2	4
Tac1	0	0	4	0	0	1
Asns	38	69	37	98	153	102
C1galt1	16	36	19	30	28	46
Col28a1	0	0	3	0	0	0
Mios	41	57	49	81	64	80
Rpa3	13	34	26	25	29	33
Gm16039	58	78	57	91	76	91
A430035B10Rik	15	32	27	30	8	32
Glcci1	249	337	362	309	177	408
Ica1	129	224	148	182	155	224
Nxph1	0	0	0	1	0	0
AA545190	0	0	0	0	0	0
Ndufa4	498	584	507	785	650	863
Phf14	211	334	300	402	400	457
Gm6578	19	18	25	29	38	37
Thsd7a	21	43	37	28	32	51
Tmem106b	281	482	320	542	343	574
Vwde	0	0	2	0	0	0
1700016P04Rik	0	0	0	0	0	0
Tmem168	90	140	116	139	129	164
B630005N14Rik	156	226	205	273	256	295
Gpr85	2	3	4	3	17	15
2610001J05Rik	243	334	320	347	362	504
1110019D14Rik	4	7	9	11	13	8
Ppp1r3a	17	10	24	25	9	22
Foxp2	81	160	105	110	69	115
Mdfic	225	327	271	439	379	471
Tfec	29	25	15	64	79	59
Tes	134	162	122	241	320	254
Cav2	549	1023	489	958	593	1370
Cav1	2139	4620	1811	3849	1871	4605
Met	205	295	329	311	243	359
Capza2	157	236	181	341	760	382
St7	58	88	50	92	126	95
Wnt2	71	73	77	64	25	133
Asz1	0	0	0	0	0	2
Cftr	41	58	42	68	125	81
Cttnbp2	16	75	26	29	15	25
Naa38	166	211	197	224	191	229
Ankrd7	0	1	2	0	0	0
Kcnd2	2	8	2	5	3	3
Tspan12	143	309	154	194	105	271
Ing3	84	115	130	103	126	150
Cped1	101	156	131	143	43	195
Wnt16	0	1	0	0	0	0
Fam3c	304	538	277	540	283	521
Ptprz1	19	19	52	31	15	18
Aass	30	46	33	34	9	46
Fezf1	0	0	1	0	0	2
Cadps2	65	131	93	96	61	105
Rnf133	0	0	0	0	0	0
Rnf148	0	0	0	0	0	0
Tas2r118	0	0	0	0	0	0
Slc13a1	1	0	0	0	0	0
Iqub	12	27	52	17	10	20
Ndufa5	283	456	270	532	567	564
Asb15	3	7	4	1	1	3
Lmod2	24	39	22	17	4	6
Wasl	141	261	218	299	182	369
Hyal6	1	3	1	0	0	0
Hyal4	0	0	0	0	0	0
Spam1	0	0	0	1	0	0
Hyal5	0	0	0	0	0	0
Tmem229a	0	3	0	1	0	0
Gpr37	1	3	3	2	1	0
Pot1a	42	62	62	88	64	56
Gm20756	0	0	0	0	0	0
Grm8	0	0	0	0	1	1
Mir592	0	0	0	0	0	0
Zfp800	199	287	237	336	418	394
Gcc1	115	128	111	140	109	148
Arf5	11	19	20	19	14	7
Fscn3	0	2	0	0	0	0
Pax4	0	0	0	0	0	0
Snd1	311	420	363	541	742	705
Lrrc4	0	9	4	1	19	5
Mir129-1	0	0	0	0	0	0
Lep	1	0	2	0	0	0
Rbm28	342	422	609	531	507	605
Prrt4	33	41	31	45	33	42
Impdh1	199	435	181	436	334	516
Hilpda	624	1590	559	1213	1097	1462
Fam71f2	6	16	14	7	19	13
Fam71f1	0	0	0	0	1	0
Calu	463	807	638	843	945	907
Opn1sw	0	1	1	1	0	1
Ccdc136	8	15	22	20	5	16
Flnc	18	46	27	16	54	12
Atp6v1f	868	1122	1136	1071	1461	1329
Gm9047	0	0	0	0	2	0
Kcp	3	0	4	4	1	12
Irf5	53	46	73	80	218	125
Tnpo3	331	585	605	565	699	677
Tspan33	12	9	11	18	5	20
Smo	23	39	36	48	30	54
Ahcyl2	94	217	109	224	146	227
Strip2	5	20	8	15	18	16
1700023L04Rik	9	4	19	10	6	10
Nrf1	105	147	161	164	140	143
Mir182	0	0	0	0	0	0
Mir96	0	0	0	0	0	0
Mir183	0	0	0	0	0	0
BB283400	0	0	0	0	0	2
Ube2h	525	873	761	667	425	941
Zc3hc1	78	83	112	109	135	113
Klhdc10	127	172	176	193	203	230
Tmem209	38	63	64	72	60	83
1700025E21Rik	0	0	4	0	0	0
Cpa2	0	0	0	0	1	1
Cpa4	0	0	0	0	1	0
Cpa5	0	0	0	0	0	0
Cpa1	0	0	0	2	0	2
Tsga14	18	25	32	35	33	38
Mest	22	34	34	25	41	25
Mir335	0	0	0	0	0	0
Copg2	0	3	7	3	0	2
Tsga13	0	0	0	0	0	0
Klf14	0	0	0	0	1	0
Mir29a	4	3	6	0	4	4
Mir29b-1	0	0	0	0	0	0
2210408F21Rik	26	34	36	41	26	58
Gm13845	2	4	6	1	0	1
Mkln1	128	184	169	231	239	236
Podxl	1325	2011	1535	1940	2105	2330
1700012A03Rik	0	0	0	0	0	0
Plxna4	105	147	196	160	180	203
B230378P21Rik	15	24	20	27	35	22
Chchd3	137	171	137	268	259	308
Exoc4	87	177	69	212	177	203
Lrguk	9	15	29	21	1	13
Slc35b4	55	77	49	115	108	109
Akr1b3	0	0	0	0	0	0
Gm6644	0	0	0	0	0	0
Akr1b8	26	52	48	115	151	112
Akr1b10	53	85	78	112	65	125
Akr1b7	3	6	2	5	1	3
Bpgm	252	109	176	344	94	341
Cald1	961	1919	1333	1947	3340	2359
Agbl3	9	10	9	8	5	9
Tmem140	125	248	89	299	243	327
3110062M04Rik	42	102	107	103	112	124
Wdr91	27	41	33	49	59	67
Stra8	0	0	0	0	1	0
2010107G12Rik	0	0	1	1	2	1
Cnot4	155	180	300	154	245	254
Nup205	37	57	38	52	65	72
1810058I24Rik	336	389	418	519	447	642
Slc13a4	7	17	15	8	5	8
Fam180a	10	8	21	18	5	13
1700065J11Rik	0	0	0	0	0	0
Mtpn	610	1027	872	1239	1432	1383
9330158H04Rik	5	6	5	3	0	1
Chrm2	25	32	22	32	26	33
Mir490	0	0	0	0	0	0
Ptn	0	11	3	6	2	2
Dgki	0	0	2	0	0	0
Creb3l2	20	37	15	29	39	62
Akr1d1	0	0	2	0	0	0
Trim24	125	169	144	185	162	185
Svopl	1	1	3	3	0	1
Atp6v0a4	4	5	22	35	5	23
Tmem213	4	1	2	13	14	16
D630045J12Rik	37	46	54	45	11	56
Zc3hav1l	17	11	7	21	7	25
Zc3hav1	82	94	139	114	312	148
Ttc26	22	39	66	37	17	41
Ubn2	433	671	745	543	488	693
1110001J03Rik	144	152	140	213	120	239
Luc7l2	797	1226	1317	1130	904	1502
Klrg2	2	10	3	6	1	5
Clec2l	1	1	0	0	3	1
Hipk2	98	122	129	93	109	139
Tbxas1	17	27	24	97	139	59
1700025N23Rik	0	0	3	0	7	0
Parp12	173	265	290	292	1166	338
4930599N23Rik	1	6	6	8	42	10
Jhdm1d	244	367	370	439	625	468
Slc37a3	63	111	85	151	110	161
Rab19	21	25	27	19	26	39
Mkrn1	259	261	271	417	320	420
Dennd2a	39	99	61	61	32	115
Adck2	67	56	41	62	51	88
Ndufb2	41	105	40	145	69	93
Braf	182	297	265	279	303	375
Mrps33	119	184	202	161	207	233
Tmem178b	0	0	0	0	0	0
Agk	19	30	21	33	17	39
E330009J07Rik	1	0	0	0	0	0
Wee2	0	0	0	0	0	0
Ssbp1	26	51	49	49	60	66
Tas2r137	0	0	0	0	0	0
Tas2r108	0	0	0	1	0	0
Prss37	0	0	0	0	0	0
Mir1950	0	0	2	0	0	0
Olfr461	0	0	0	0	0	0
Olfr460	0	0	0	0	0	0
Clec5a	12	12	11	158	390	180
Tas2r138	0	0	0	0	0	0
Mgam	6	8	5	11	4	13
Moxd2	0	0	0	0	0	0
Prss58	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0	0
1810009J06Rik	0	0	0	0	0	0
Gm2663	0	0	0	0	0	0
2210010C04Rik	0	0	0	0	0	1
Try4	0	0	0	0	0	0
Try5	0	0	0	0	0	0
Try10	0	0	0	1	0	0
Prss3	0	0	0	0	0	0
Gm5771	0	0	0	0	0	0
Gm5409	0	0	0	0	0	0
Gm10334	0	0	0	0	0	0
Prss1	0	0	0	0	0	0
Prss2	0	0	0	1	0	4
Ephb6	3	13	11	14	4	16
Trpv6	2	4	1	8	5	16
Trpv5	0	0	0	0	0	0
1700034O15Rik	0	0	0	0	0	0
Kel	3	0	2	2	0	1
Olfr459	0	0	0	0	0	0
Pip	0	0	3	0	0	0
Sval2	0	0	0	0	0	0
Sval1	0	0	0	0	0	0
Sval3	0	0	2	0	0	0
Sva	0	0	0	0	0	0
Tas2r139	0	0	0	0	0	0
Tas2r144	0	0	0	0	0	0
Gstk1	152	300	241	313	136	298
Tmem139	12	22	17	11	17	24
Casp2	118	164	102	163	141	199
Clcn1	1	1	0	0	1	1
Fam131b	3	2	0	2	1	4
Zyx	360	638	450	774	718	866
Epha1	13	9	20	15	11	7
2010310C07Rik	0	0	0	0	0	0
Tas2r143	0	0	0	0	0	0
Tas2r135	0	0	0	0	0	0
Tas2r126	0	0	0	0	0	0
Olfr458	0	0	0	0	0	0
Olfr457	0	0	0	0	0	0
Olfr456	0	0	0	0	0	0
Olfr455	0	0	0	0	0	0
Fam115e	0	0	0	0	1	0
Fam115c	15	44	31	45	34	60
Fam115a	4	10	6	8	6	17
Olfr453	0	0	0	0	0	0
Olfr38	0	0	0	0	0	0
Olfr452	0	0	0	0	0	0
Olfr450	0	0	0	0	0	0
Olfr449	0	0	0	0	0	0
Olfr448	0	0	0	0	0	0
Olfr447	0	0	0	0	0	0
Olfr446	0	0	0	0	0	0
Olfr444	0	0	0	0	0	0
Olfr441	0	0	0	0	0	0
Olfr237-ps1	0	0	0	0	0	0
Olfr437	0	0	0	0	0	0
Olfr13	0	0	0	0	0	0
Olfr435	0	0	0	0	0	0
Olfr434	0	0	0	0	0	0
Olfr47	0	0	0	0	0	0
Arhgef5	153	282	153	274	195	295
Nobox	3	0	0	0	0	0
Tpk1	42	53	27	35	13	55
9430018G01Rik	0	0	1	0	0	0
Cntnap2	2	1	6	0	0	2
Cul1	379	526	510	503	604	674
Ezh2	103	124	142	139	212	213
Rn4.5s	83	95	71	120	102	108
Pdia4	158	216	137	440	329	391
Mir704	0	0	0	0	0	0
Zfp786	1	2	1	3	1	2
Zfp398	8	16	24	25	12	21
Zfp282	140	173	147	128	119	138
Zfp212	99	67	95	103	83	120
Zfp783	13	34	24	15	10	25
Zfp956	32	36	45	32	24	53
Zfp777	57	75	69	46	48	77
Zfp746	44	97	58	62	58	110
Krba1	38	75	71	89	51	134
Zfp467	200	238	290	225	166	261
Sspo	4	1	3	2	0	2
Zfp862	31	49	35	47	11	39
Atp6v0e2	52	89	52	73	39	87
Lrrc61	20	41	42	42	33	56
Rarres2	275	416	306	570	217	555
Gm5111	0	0	0	0	0	0
Repin1	106	144	147	127	107	117
Zfp775	43	62	79	44	33	71
AI854703	2	0	4	1	0	2
Gimap8	143	369	331	227	223	353
Gimap9	35	56	47	64	90	73
Gimap4	289	556	261	488	402	651
Gimap6	164	415	122	332	370	379
Gimap7	13	17	5	22	6	17
Gimap1	104	163	118	138	84	158
Gimap5	59	130	51	120	95	151
Gimap3	68	73	72	84	38	96
Tmem176b	1244	1542	1490	3042	1948	3140
Tmem176a	639	783	845	1582	1142	1659
Abp1	26	23	34	26	23	14
1600015I10Rik	0	0	0	0	0	0
Doxl2	0	0	0	0	0	0
Svs1	0	0	0	0	0	0
Gpnmb	45	17	21	98	99	139
Malsu1	53	127	88	167	162	189
Igf2bp3	2	8	3	2	8	4
Tra2a	482	572	734	510	670	628
Ccdc126	45	39	33	61	48	68
Fam221a	22	31	36	30	4	40
Stk31	0	0	2	0	0	3
Npy	0	0	0	0	0	0
Mpp6	54	73	78	122	144	142
Dfna5	1	0	3	9	20	7
Osbpl3	109	113	134	102	78	135
Cycs	207	329	222	457	722	506
5430402O13Rik	2	2	7	1	0	3
4921507P07Rik	2	3	7	8	1	4
Npvf	0	0	0	0	0	0
C530044C16Rik	1	1	1	1	0	0
Mir148a	0	0	0	0	0	0
Nfe2l3	10	21	19	10	5	23
Hnrnpa2b1	984	1721	1572	1577	1978	1996
Cbx3	130	211	173	190	181	271
Snx10	112	106	82	255	511	230
Skap2	396	621	473	728	1021	823
Hoxa1	4	5	11	5	5	9
Hoxa2	13	18	22	18	14	39
Hoxa3	56	86	58	92	91	118
Hoxa4	25	41	36	29	46	61
2700086A05Rik	3	2	9	2	1	1
Hoxa5	758	782	1125	1056	676	1575
Hoxa6	3	0	0	0	0	2
Mira	37	22	40	54	11	68
Hoxa7	41	29	74	71	18	86
Hoxa9	0	0	1	0	0	0
Mir196b	0	0	0	0	0	0
Hoxa10	0	2	1	0	1	2
Hoxa11	0	0	1	0	0	0
Hoxa11as	0	0	0	0	0	0
Hoxa13	0	0	0	0	0	0
5730457N03Rik	0	0	0	0	0	0
Evx1	0	0	0	0	0	0
1700094M24Rik	0	0	0	0	0	0
Hibadh	252	379	350	378	385	496
Tax1bp1	759	1306	912	1347	1613	1710
Jazf1	5	17	10	17	9	16
Gm4872	0	0	0	0	0	0
9430076C15Rik	8	16	13	19	40	20
Creb5	17	39	39	41	85	43
Tril	59	102	36	65	10	84
Cpvl	2	0	0	1	0	0
Chn2	87	76	83	78	63	102
9130019P16Rik	0	0	0	0	0	0
Prr15	25	24	44	48	20	34
Wipf3	68	63	45	68	56	104
Scrn1	5	20	21	22	18	21
Fkbp14	78	206	141	194	261	157
Plekha8	48	85	45	63	58	66
2410066E13Rik	15	21	30	20	5	21
Znrf2	49	79	84	123	181	183
Nod1	394	355	547	340	464	508
Ggct	22	30	19	44	74	58
Gars	174	279	150	364	581	407
Crhr2	2	3	0	0	1	0
Inmt	5862	6350	6871	5346	565	7428
Fam188b	14	21	26	25	20	36
Aqp1	2102	2917	2116	3006	1581	3475
Ghrhr	0	0	0	0	0	2
6430584L05Rik	1	2	1	1	0	1
Adcyap1r1	5	4	27	10	0	12
Neurod6	1	0	0	0	0	0
Gm3279	0	0	2	0	0	0
Ccdc129	7	26	26	11	0	7
Ppp1r17	1	1	0	0	0	0
Pde1c	9	4	7	8	2	6
Lsm5	39	37	59	36	65	64
Avl9	207	191	261	209	154	253
Kbtbd2	114	156	141	152	147	236
Fkbp9	603	933	755	929	570	1229
Nt5c3	145	189	155	223	361	233
Vmn1r4	0	0	0	1	0	0
Vmn1r5	0	0	0	0	0	0
Vmn1r6	0	0	0	0	0	0
Vmn1r7	0	0	0	0	0	0
Vmn1r8	0	0	0	0	1	0
Vmn1r9	0	0	0	0	0	0
Vmn1r10	0	0	0	0	0	0
Vmn1r11	0	0	0	0	0	0
Vmn1r12	0	0	0	0	0	0
Vmn1r13	0	0	0	0	0	0
Vmn1r14	0	0	0	0	0	0
Vmn1r15	0	0	0	0	0	0
Vmn1r16	0	0	0	0	0	0
Vmn1r17	0	0	0	0	0	0
Vmn1r18	0	0	0	0	0	0
Vmn1r19	0	0	0	0	0	0
Vmn1r20	0	0	0	0	0	0
Ppm1k	142	181	243	185	135	228
Herc6	73	100	136	110	646	175
Pyurf	65	110	67	131	97	123
Lancl2	35	47	43	78	88	90
Vopp1	144	153	144	141	111	206
Vmn1r21	0	1	1	0	0	0
Vmn1r22	1	0	0	0	0	0
Vmn1r23	0	0	0	0	0	0
Vmn1r24	0	0	3	0	0	0
Vmn1r25	0	0	0	0	0	0
Vmn1r26	0	0	0	0	0	0
Vmn1r27	0	0	0	0	0	0
Vmn1r28	0	0	0	0	0	0
Vmn1r29	0	0	0	0	0	0
Vmn1r30	0	0	0	0	0	0
Vmn1r31	0	0	0	0	0	0
Abcg2	87	161	118	153	137	149
Herc3	14	12	22	16	24	20
Nap1l5	6	17	13	6	2	10
Fam13a	117	146	156	175	30	142
Tigd2	186	222	286	217	249	287
Gprin3	4	4	4	4	8	6
A530053G22Rik	0	0	0	0	0	0
Snca	182	4	150	180	22	131
Mmrn1	63	75	83	65	39	95
A730020E08Rik	3	8	13	9	6	16
Ccser1	4	2	5	0	1	0
Grid2	0	1	0	1	0	0
Atoh1	0	0	0	0	0	0
Smarcad1	119	145	189	110	129	148
Hpgds	14	16	21	29	25	24
C130060K24Rik	0	0	0	0	0	0
Tnip3	10	18	15	26	145	34
Ndnf	302	592	266	372	291	533
Prdm5	16	18	11	14	13	24
4930544G11Rik	0	0	0	0	0	0
Mad2l1	37	33	33	60	86	74
Vmn1r32	0	0	0	0	0	0
Vmn1r33	0	0	0	0	0	0
Vmn1r34	0	0	0	0	0	0
Vmn1r35	0	0	0	0	0	0
Vmn1r36	0	0	0	0	0	0
Vmn1r37	0	0	0	0	0	0
Vmn1r38	0	0	0	0	0	0
Vmn1r39	0	0	0	0	0	0
Gng12	333	529	338	601	705	676
Gadd45a	51	82	98	111	152	113
E230016M11Rik	0	8	12	5	8	9
Serbp1	1525	2482	1901	3106	4037	3383
Il12rb2	0	1	2	0	0	1
Il23r	1	0	2	5	2	7
Tacstd2	165	349	316	413	769	470
4930515G16Rik	0	0	0	0	0	0
Rprl1	0	0	0	1	0	0
Rpia	179	193	209	186	259	220
Eif2ak3	78	105	110	93	98	110
Tex37	0	0	0	0	0	0
Foxi3	0	0	0	0	0	0
Thnsl2	37	58	54	47	14	61
Fabp1	32	53	24	22	2	38
Smyd1	16	24	10	19	2	0
Krcc1	320	474	445	541	508	659
Cd8b1	20	34	24	51	7	48
Cd8a	6	20	20	27	14	30
Rmnd5a	236	359	310	358	214	455
Rnf103	163	210	252	220	142	274
Chmp3	405	581	454	630	603	669
Kdm3a	128	215	248	147	182	229
Reep1	59	121	87	85	116	131
Mrpl35	91	179	92	201	295	250
Immt	243	352	279	449	628	460
Ptcd3	40	80	72	64	79	95
Polr1a	36	68	57	85	141	92
9130221F21Rik	0	0	0	0	0	0
St3gal5	201	348	346	345	417	364
4933431G14Rik	0	0	2	0	0	0
Atoh8	38	77	29	72	25	81
Sftpb	4233	7930	6526	7345	5445	9826
Usp39	157	227	200	203	395	268
0610030E20Rik	159	224	149	295	174	272
Tmem150a	65	88	65	116	60	113
Rnf181	319	541	403	538	269	672
Vamp5	201	310	267	336	307	362
Vamp8	488	755	742	851	1097	1026
Ggcx	94	172	150	204	105	242
Mat2a	1062	1971	1496	1705	1293	1702
4930414L22Rik	20	44	28	37	17	64
Capg	78	125	73	340	703	350
Elmod3	22	41	26	41	36	60
Retsat	32	68	38	85	39	87
Tgoln1	1176	1841	1274	3062	1797	3163
Tgoln2	0	0	0	0	0	0
Tcf7l1	224	384	377	334	271	440
Gm15401	1	2	1	3	0	2
Kcmf1	210	381	270	361	579	463
Tmsb10	648	1080	980	1097	1639	1566
Dnahc6	72	92	186	99	50	93
Suclg1	315	600	366	795	492	1024
4931417E11Rik	0	0	0	0	0	0
Ctnna2	0	0	8	0	0	1
Lrrtm1	1	0	2	0	0	0
6330415B21Rik	0	1	0	0	1	3
Reg3b	0	0	0	0	0	0
Reg3d	0	0	0	0	0	0
Reg3a	0	0	0	0	0	0
Reg2	0	0	0	0	0	0
Reg1	0	0	0	0	0	0
Reg3g	1530	528	423	1533	1249	177
Gm20362	0	0	0	0	0	0
Gm20594	4	11	18	9	19	7
Lrrtm4	0	1	0	0	0	0
Mir468	0	0	0	0	0	0
1700009C05Rik	0	3	1	1	0	0
Gcfc2	18	46	48	51	56	56
Mrpl19	74	82	70	123	190	140
Eva1a	11	18	5	13	26	32
Tacr1	6	5	3	18	3	5
Pole4	193	295	249	329	617	389
Hk2	252	204	328	380	782	339
2310069B03Rik	0	2	1	0	0	0
Sema4f	51	106	75	89	56	130
M1ap	4	4	5	6	21	13
Dok1	78	85	66	150	136	150
Loxl3	29	42	56	47	54	49
Htra2	83	107	72	109	123	135
Aup1	207	215	227	335	352	421
Dqx1	5	9	17	11	10	8
Tlx2	0	0	0	1	0	0
Pcgf1	5	8	3	5	9	7
Lbx2	9	16	11	16	4	22
Ccdc142	0	1	0	0	2	0
Mrpl53	191	269	220	297	236	320
Mogs	187	258	249	284	397	364
Wbp1	83	122	96	130	45	139
Ino80b	78	89	98	107	96	128
Rtkn	59	100	73	89	53	105
Wdr54	17	25	19	29	15	30
1700003E16Rik	6	16	14	13	9	10
Dctn1	185	302	189	236	237	284
Slc4a5	99	188	212	165	28	151
Mthfd2	45	49	42	94	251	115
Mob1a	8	2	0	5	5	6
Bola3	106	135	122	164	123	189
Tet3	106	143	176	121	166	158
B230319C09Rik	3	1	0	2	0	0
Dguok	211	329	333	294	297	416
Actg2	63	169	107	109	44	118
Stambp	91	124	126	167	122	207
Clec4f	0	0	0	0	0	0
Cd207	2	3	4	4	0	7
Vax2os	0	0	0	0	0	0
Vax2	0	0	0	1	0	0
Atp6v1b1	9	34	31	12	2	8
Ankrd53	0	0	0	0	0	0
Tex261	249	437	367	435	535	609
Nagk	122	185	167	248	168	259
Paip2b	45	77	37	87	59	110
Zfml	307	497	478	492	507	603
Dysf	25	74	20	77	78	42
Gm10445	0	0	0	0	0	0
Cyp26b1	81	55	102	179	211	90
Exoc6b	66	94	65	78	69	93
Npm3-ps1	56	75	72	109	138	123
Gm5878	1	1	0	0	1	0
Spr	251	363	239	418	261	453
Emx1	0	0	0	0	0	0
Sfxn5	18	21	26	53	82	67
Rab11fip5	92	124	95	138	251	184
Mir705	0	0	0	0	0	0
Noto	0	0	0	0	0	0
Smyd5	15	39	20	42	67	37
Pradc1	22	45	28	55	41	66
Cct7	260	470	412	501	802	556
Fbxo41	0	1	4	1	0	0
Egr4	0	0	1	0	120	0
Alms1	8	13	19	12	4	28
Gm4477	0	0	0	0	0	1
Cml3	20	13	34	19	6	27
Alms1-ps2	1	0	2	1	1	4
Gm11128	3	1	5	0	1	1
Cml5	1	2	0	1	1	0
Nat8	5	4	3	2	1	9
Cml2	1	2	6	5	1	2
1700019G17Rik	7	2	1	10	4	7
Cml1	10	13	10	21	11	24
Tprkb	87	93	114	106	136	117
Dusp11	243	366	269	312	323	400
Figla	0	0	0	0	0	0
Add2	0	2	6	2	2	6
Tgfa	1	2	2	4	2	6
Fam136a	26	42	35	50	40	49
Snrpg	257	342	335	428	457	454
Pcyox1	150	222	155	265	153	368
Tia1	198	307	315	269	334	373
C87436	48	75	46	68	36	91
2310040G24Rik	5	6	5	9	8	10
Pcbp1	934	1292	899	1854	1470	1685
1600020E01Rik	48	71	34	63	30	64
Asprv1	3	3	0	48	154	46
Mxd1	105	186	115	410	502	335
Snrnp27	327	481	401	581	540	636
Gmcl1	199	238	239	193	124	224
Anxa4	535	768	544	1043	995	1193
2610306M01Rik	20	43	33	27	16	40
Aak1	479	613	753	544	574	663
Nfu1	92	159	140	170	288	193
Gfpt1	276	443	406	555	543	558
D6Ertd527e	2	2	3	3	0	4
Antxr1	431	685	462	528	207	771
Gkn1	0	0	0	0	0	0
Gkn2	0	0	0	0	0	0
Gkn3	15	5	8	16	0	3
Bmp10	0	0	0	0	0	0
Arhgap25	45	56	40	106	64	122
Prokr1	3	5	6	5	15	7
Aplf	16	27	13	28	27	43
1810020O05Rik	4	16	15	10	2	7
Efcc1	107	141	146	65	14	123
Gp9	4	3	8	11	3	9
Rab43	54	106	51	160	123	166
Isy1	76	106	147	125	161	143
Cnbp	596	1065	824	1110	1489	1399
Copg1	253	282	306	331	452	401
8430410A17Rik	82	91	142	94	130	121
H1fx	28	25	27	29	10	30
Gm5577	1	1	0	0	0	0
Rab7	1	0	0	3	2	0
Rpn1	1225	1723	1586	2224	2315	2440
Gata2	382	954	641	504	496	563
Dnajb8	0	0	0	0	0	0
Eefsec	29	32	17	28	35	30
