Gene	A.1	A.2	A.3	B.1	B.2	B.3	C.1	C.2	C.3	D.1	D.2	D.3	E.1	E.2	E.3
Dot1l	1769	950	811	4476	1060	528	2008	1872	1626	3929	752	557	1750	1212	810
Doxl2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dpagt1	333	60	72	680	136	120	280	321	248	771	69	132	272	107	112
Dpcd	171	64	66	337	132	93	66	146	91	367	68	104	91	42	75
Dpcr1	0	0	0	8	2	1	1	0	2	0	1	0	1	1	4
Dpep1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpep2	9	2	1	7	3	5	1	3	3	7	3	1	7	1	3
Dpep3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Dpf1	12	5	3	54	11	8	22	29	18	15	2	12	14	22	20
Dpf2	1953	737	967	3153	1274	1089	1883	2405	1784	4057	838	1210	1697	1165	1303
Dpf3	3	3	3	9	3	2	6	1	1	7	2	1	4	1	3
Dph1	50	40	36	270	132	93	98	96	76	131	40	85	47	36	47
Dph2	358	185	189	750	292	259	451	607	466	720	220	272	290	226	304
Dph3	243	129	161	600	202	221	243	455	294	666	133	287	191	132	264
Dph5	164	84	118	464	196	142	243	354	258	319	107	215	162	111	152
Dpm1	450	287	391	719	319	439	732	909	634	781	356	506	383	337	561
Dpm2	570	111	208	960	183	224	367	520	379	1252	114	314	471	128	244
Dpm3	128	132	156	406	194	215	263	456	298	698	131	282	108	171	251
Dpp10	1	0	3	1	0	0	0	0	0	0	0	0	0	1	1
Dpp3	1468	684	718	3019	1268	1090	1782	2436	1653	3482	825	1170	1125	913	1100
Dpp4	2073	1542	1407	6885	2999	1970	3702	4050	3190	3470	2288	2257	1904	1912	2351
Dpp6	6	0	10	3	2	0	0	0	0	0	0	0	0	1	0
Dpp7	75	40	46	159	72	53	48	82	78	125	47	52	55	46	51
Dpp8	2669	2175	2074	5584	2870	2492	5757	6995	5342	4387	2775	3092	2710	2878	3126
Dpp9	1322	624	520	2424	863	674	1472	1878	1541	2911	555	657	1008	796	741
Dppa1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dppa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dppa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dppa4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dppa5a	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Dpt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l1	158	33	120	724	450	249	554	822	608	625	239	362	187	230	249
Dpy19l2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dpy19l3	1206	939	696	2323	892	628	1912	1953	1517	2135	949	824	1396	1025	913
Dpy19l4	210	344	330	636	446	414	731	833	636	169	405	506	269	346	452
Dpy30	477	100	225	800	298	343	533	870	619	1187	223	477	367	283	320
Dpyd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dpys	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dpysl2	1132	1374	1528	2150	4546	2880	3488	3608	3073	2328	1574	2734	615	1942	1866
Dpysl3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1
Dpysl4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpysl5	3	1	0	3	1	2	0	1	1	2	2	1	7	3	2
Dqx1	48	38	51	201	39	54	107	154	155	158	51	77	78	52	62
Dr1	1374	879	750	3090	1169	843	2268	2775	2015	2491	1089	1059	1193	1194	1112
Dram1	1	0	0	7	0	3	4	4	2	14	2	6	1	4	0
Dram2	360	379	302	680	298	298	541	621	501	525	272	319	326	262	355
Drap1	1070	324	484	1710	583	588	855	1143	911	2046	290	671	848	441	621
Draxin	0	1	3	1	0	1	4	3	4	5	0	3	1	1	8
Drd1a	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Drd2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Drg1	1924	880	1070	3794	1672	1555	2084	2648	1989	4021	987	1529	1167	960	1504
Drg2	564	288	376	1234	620	464	781	1135	784	1518	338	591	498	464	565
Drosha	1113	512	448	3335	1066	747	1080	1250	990	2401	595	750	1064	718	678
Drp2	18	1	5	50	19	13	68	64	65	37	7	20	28	20	7
Dsc1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Dsc2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Dsc3	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0
Dscam	1	0	0	0	0	0	1	0	4	0	0	0	0	2	2
Dscaml1	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0
Dscc1	67	13	39	230	113	80	150	174	141	170	54	143	66	52	65
Dscr3	736	406	445	1618	821	677	1035	1437	1059	1786	641	782	570	603	721
Dse	1	1	7	18	7	6	34	52	48	4	6	16	2	8	6
Dsel	84	61	218	222	180	196	300	484	329	164	145	246	87	120	310
Dsg1a	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dsg1b	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Dsg1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsg2	6	2	6	464	37	0	0	0	0	0	0	0	2	0	1
Dsg3	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0
Dsg4	1	0	0	9	3	1	0	0	0	0	0	0	0	1	0
Dsn1	366	47	187	1066	444	360	1012	1299	972	1043	271	524	437	354	386
Dsp	3	0	3	4	0	4	9	12	4	17	0	4	0	8	13
Dspp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dst	154	189	893	368	332	391	1739	1780	1573	378	619	543	232	1461	1727
Dstn	203	112	169	535	284	220	316	477	345	476	177	272	173	273	245
Dstyk	350	236	183	369	160	160	413	437	364	276	196	175	415	247	203
Dtd1	60	44	40	228	115	63	133	187	140	290	82	111	92	80	69
Dtd2	103	78	51	231	112	106	177	236	162	284	86	109	102	101	113
Dtl	2319	1082	1587	7788	2812	2201	2637	3082	2323	4219	1524	1890	1232	893	1323
Dtna	0	0	0	67	28	0	0	0	0	0	0	0	1	1	0
Dtnb	179	115	152	359	195	251	662	749	657	601	206	323	248	245	329
Dtnbp1	251	119	140	525	222	191	455	560	397	557	116	206	181	198	197
Dtwd1	115	39	38	170	84	69	128	178	103	212	51	83	92	58	83
Dtwd2	140	88	85	281	135	120	257	307	218	254	125	148	108	131	138
Dtx1	35	76	38	191	68	86	1259	1034	1632	331	97	87	51	211	88
Dtx2	685	373	406	1142	591	528	1024	1470	976	1643	490	568	488	502	491
Dtx3	1528	506	472	2791	516	570	1036	1321	1013	3059	586	873	1712	579	822
Dtx3l	1020	1347	962	2710	1303	1336	4072	4880	4000	3597	1893	2059	1849	2073	2441
Dtx4	25	9	10	170	50	20	27	13	14	22	4	14	3	4	7
Dtymk	1138	399	539	1996	866	697	1282	1728	1259	2627	562	982	962	570	766
Duox1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1
Duox2	0	1	0	0	0	1	2	2	0	1	0	2	0	5	0
Duoxa1	3	0	2	0	5	2	0	0	2	0	0	0	0	0	0
Duoxa2	0	0	3	0	0	2	1	1	0	0	0	6	0	0	2
Dupd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus1l	847	464	433	1450	712	526	1140	1523	1146	1618	457	679	617	527	666
Dus2l	382	195	334	403	145	209	243	296	243	375	120	194	234	168	281
Dus3l	846	327	379	1396	462	461	1020	1490	1025	2072	410	608	656	441	549
Dus4l	48	33	32	197	60	50	109	116	112	159	46	54	50	28	55
Dusp1	326	93	2440	309	137	2081	724	1469	496	591	206	2587	876	211	3374
Dusp10	1410	1129	1221	2854	1481	1626	5662	5196	3923	4031	1626	1995	1367	2096	2243
Dusp11	5910	3305	3535	12671	5145	4474	9239	10264	7959	10427	4880	5361	5605	4637	5809
Dusp12	149	83	110	355	166	127	187	227	186	227	78	134	127	86	117
Dusp13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dusp14	1	0	0	12	4	2	1	0	4	0	0	3	2	0	0
Dusp15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Dusp16	731	515	312	664	341	344	509	530	396	500	260	256	328	343	320
Dusp18	2	1	3	8	4	3	1	3	2	0	1	3	4	1	10
Dusp19	114	97	108	315	137	145	169	261	144	285	93	139	92	69	150
Dusp2	573	346	1005	1373	439	775	1822	2784	1791	1491	449	1357	1241	649	1903
Dusp21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dusp22	123	55	38	362	93	56	80	92	85	87	27	45	56	34	34
Dusp23	31	36	24	167	43	47	45	37	41	162	24	35	43	25	26
Dusp26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp27	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0
Dusp28	84	63	78	144	70	108	141	205	156	224	64	146	85	73	109
Dusp3	1	0	0	16	4	0	1	2	2	2	1	3	1	2	3
Dusp4	387	248	355	343	151	258	582	795	618	109	97	189	273	328	420
Dusp5	139	134	583	265	69	166	471	914	393	245	92	379	229	242	1014
Dusp6	449	403	982	388	225	410	1508	1898	1330	331	192	476	644	767	1090
Dusp7	261	251	214	397	162	202	456	681	462	689	278	270	174	188	284
Dusp8	0	1	8	2	0	7	1	1	1	2	0	12	0	2	13
Dusp9	5	2	1	67	30	3	16	26	11	18	2	8	5	4	8
Dut	1583	338	969	4374	1985	1665	3048	4383	3102	5175	1257	2322	1369	1258	1650
Dux	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Duxbl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duxbl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duxbl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dvl1	719	354	473	1118	616	492	1152	1660	1251	1532	543	574	585	657	789
Dvl2	626	340	354	1562	554	481	888	1149	825	1796	376	515	501	494	438
Dvl3	363	154	132	904	138	96	202	229	185	626	93	75	340	150	128
Dydc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dydc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dym	386	332	297	804	363	318	742	819	685	1082	382	419	383	446	434
Dynap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1h1	7026	7873	6800	16806	10095	6141	20424	23046	19722	11953	7518	6285	6915	9955	8362
Dync1i1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Dync1i2	2298	1027	1309	4079	1801	1826	3273	4334	3009	4251	1343	1972	1920	1378	1870
Dync1li1	737	582	592	1544	853	676	1436	1845	1391	1470	639	706	601	725	802
Dync1li2	1852	915	848	3406	1224	1186	1978	2470	1756	2608	1022	1198	1534	1031	1245
Dync2h1	242	396	445	1066	808	722	2441	2798	2286	425	858	920	421	735	968
Dync2li1	9	2	3	85	17	10	33	52	47	77	15	22	23	20	21
Dynll1	1803	662	2338	3533	2170	2247	3416	5031	3652	4598	1503	2242	930	1945	2499
Dynll2	1049	109	163	2878	231	238	759	817	612	3649	135	273	792	185	218
Dynlrb1	1640	480	732	2248	955	1046	1527	2038	1511	3440	661	1267	1199	844	1039
Dynlrb2	3	0	0	6	0	0	2	8	4	23	8	11	17	3	3
Dynlt1a	1208	299	506	1397	696	742	949	2298	1035	1814	431	952	474	426	683
Dynlt1b	352	59	50	220	98	52	142	342	162	319	59	83	168	48	69
Dynlt1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1f	280	45	83	309	117	113	197	322	231	431	80	133	122	75	98
Dynlt3	326	193	350	861	366	454	398	583	392	693	282	499	303	267	467
Dyrk1a	4164	2665	3126	6150	3514	3343	9315	11356	8145	6462	3202	4061	3477	4155	4938
Dyrk1b	615	694	673	1356	636	591	1291	1462	1198	1848	557	497	464	877	734
Dyrk2	475	532	460	926	523	517	1498	1793	1412	1069	773	817	690	813	781
Dyrk3	18	0	14	41	28	16	35	73	29	78	12	38	17	20	23
Dyrk4	1	0	0	3	1	1	13	8	14	7	5	7	2	5	3
Dysf	9	9	1	4	2	3	13	17	8	4	3	4	10	17	3
Dytn	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Dyx1c1	9	2	6	46	11	11	6	24	2	13	3	18	14	5	4
Dzank1	4	2	1	9	5	4	12	12	10	7	8	2	7	3	4
Dzip1	1526	1831	357	2418	1266	1462	4485	4892	3889	3856	1492	1567	1349	2307	642
Dzip1l	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Dzip3	525	499	461	1365	783	902	1366	1874	1467	702	708	1167	557	726	1032
E030002O03Rik	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0
E030003E18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E030011O05Rik	0	0	0	5	3	0	1	1	1	0	1	1	0	1	0
E030013I19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
E030018B13Rik	3	2	1	0	0	0	2	0	0	0	0	0	8	0	0
E030019B06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E030019B13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E030024N20Rik	340	52	111	5	77	37	208	190	184	0	114	32	227	48	53
E030025P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E030030I06Rik	17	19	31	36	12	20	31	54	40	30	13	17	12	25	33
E030044B06Rik	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
E130003G02Rik	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
E130006D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130008D07Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
E130012A19Rik	26	10	27	293	88	40	24	45	21	43	8	16	27	9	19
E130018N17Rik	0	4	2	1	0	1	1	1	0	0	2	1	2	0	0
E130102H24Rik	0	4	2	0	2	2	5	16	11	10	3	8	8	4	12
E130112N10Rik	487	408	340	584	126	146	287	257	257	212	175	144	503	222	239
E130114P18Rik	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130201H02Rik	278	50	135	433	186	191	400	616	368	354	100	216	221	139	155
E130215H24Rik	98	69	60	133	54	58	126	158	89	157	39	69	86	38	103
E130218I03Rik	46	0	0	3	1	0	0	2	2	3	0	1	29	1	0
E130304I02Rik	0	0	4	0	0	0	0	8	2	3	0	0	3	1	2
E130307A14Rik	573	255	179	959	344	310	706	752	557	1115	340	415	544	285	329
E130308A19Rik	348	330	325	812	489	303	946	1045	874	527	384	373	344	443	439
E130309D02Rik	966	461	504	1764	705	464	1071	1361	1045	2137	358	486	624	573	586
E130309D14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130309F12Rik	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1
E130310I04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
E130311K13Rik	35	20	14	62	18	17	36	34	39	54	7	17	23	13	28
E130317F20Rik	139	99	179	91	89	229	140	246	150	70	53	197	113	93	200
E230008N13Rik	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
E230016K23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E230016M11Rik	36	7	5	23	7	18	24	29	12	15	10	20	47	15	15
E230019M04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E230025N22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E230029C05Rik	0	1	0	2	1	2	2	1	2	0	2	0	2	4	0
E2f1	440	43	63	1234	171	102	550	675	518	1134	125	144	389	146	113
E2f2	8251	1727	2816	16999	5777	4678	15273	18678	14028	25162	5372	6910	8834	7219	5545
E2f3	488	130	151	1468	553	324	1015	1176	1017	919	318	392	431	351	293
E2f4	3359	1211	1338	3814	1147	948	2160	2387	1841	4059	769	1107	2284	1611	1543
E2f5	119	65	70	259	104	81	167	224	138	165	60	82	98	68	97
E2f6	206	50	110	911	298	162	337	453	299	580	129	222	214	115	135
E2f7	336	25	87	725	236	202	1107	1160	992	1103	219	362	512	353	322
E2f8	1439	74	284	4226	1104	735	2959	2924	2424	4767	768	993	1807	1151	688
E330009J07Rik	90	193	168	207	221	163	365	467	346	64	179	165	109	196	208
E330011O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330012B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330013P04Rik	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1
E330014E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330017A01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330017L17Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
E330020D12Rik	25	47	11	83	46	33	81	102	109	198	91	73	43	59	48
E330021D16Rik	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
E330023G01Rik	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
E330033B04Rik	179	738	324	316	419	248	1259	1036	1210	159	771	220	136	644	349
E330034G19Rik	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
E430016F16Rik	183	317	164	174	118	171	526	472	387	162	242	197	172	298	191
E430018J23Rik	114	134	164	173	110	199	131	183	154	201	83	158	75	95	160
E430025E21Rik	981	716	600	2245	1045	891	1493	1805	1366	1632	752	945	951	879	878
E4f1	1175	452	523	1380	433	424	976	1343	960	1582	319	453	696	418	656
E530001F21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E530011L22Rik	34	0	2	89	18	3	2	4	1	0	1	1	35	0	3
EU599041	0	1	0	2	2	1	1	8	2	1	0	2	3	1	1
Eaf1	4510	2915	2372	8550	3130	2331	5709	6180	4807	6710	2681	2840	3873	3400	3216
Eaf2	20	12	20	34	12	18	49	64	35	43	24	47	25	23	55
Eapp	546	241	372	1041	356	442	814	1121	782	1349	355	516	497	340	603
Ear1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Ear10	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
Ear11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Ear3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ears2	76	39	114	231	106	76	120	193	118	124	57	64	73	60	91
Ebag9	310	154	187	583	192	190	323	453	333	511	135	221	225	167	216
Ebf1	1	1	0	4	1	2	1	2	2	1	1	3	3	2	2
Ebf2	2	0	0	1	0	0	0	0	0	0	0	1	0	2	0
Ebf3	17	8	6	7	0	4	9	2	4	1	0	1	2	2	6
Ebf4	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0
Ebi3	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0
Ebna1bp2	766	251	396	1738	725	627	989	1382	934	1525	427	672	633	488	605
Ebp	392	218	237	951	416	347	639	905	655	1395	268	412	342	287	415
Ebpl	45	32	35	147	72	75	74	119	93	171	47	76	45	32	45
Ecd	814	515	548	1960	937	892	1361	1965	1403	2099	580	1023	755	747	978
Ece1	1417	978	766	2336	1020	918	2021	2291	1798	2857	895	989	1324	1305	1205
Ece2	57	26	32	266	117	59	85	138	94	196	47	75	48	46	57
Ecel1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
Ech1	901	465	678	1800	970	898	1023	1449	996	2271	561	875	653	588	837
Echdc1	684	161	196	377	159	176	459	607	469	489	164	274	605	246	341
Echdc2	7	2	3	151	49	6	23	25	12	13	8	12	10	10	6
Echdc3	1	1	1	8	2	1	2	4	1	3	1	0	3	0	1
Echs1	516	187	213	1182	500	407	393	554	420	1093	249	412	449	230	403
Eci1	33	16	17	52	17	39	39	64	35	104	19	48	26	20	34
Eci2	2367	1324	1219	3043	1766	1417	1739	2101	1496	3158	966	1444	1372	1131	1310
Eci3	230	125	124	244	140	95	115	176	114	206	65	91	66	67	67
Ecm1	66	14	23	465	54	31	37	41	49	212	45	41	78	18	29
Ecm2	7	4	2	8	3	0	15	7	7	1	5	4	5	4	5
Ecscr	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Ecsit	381	199	165	684	344	312	491	629	464	739	193	293	300	258	267
Ect2	1363	147	768	3334	1832	1578	5397	6577	5265	4137	1218	2211	1461	1786	1857
Ect2l	0	1	2	1	0	0	7	2	5	2	0	1	2	1	3
Eda	1	0	1	3	1	0	1	0	0	1	0	0	3	1	1
Eda2r	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Edar	31	1	35	20	14	7	0	0	0	2	0	0	0	1	1
Edaradd	1916	1181	1265	4129	2214	1126	2435	2762	2413	1066	636	530	686	1091	929
Edc3	1517	788	480	2786	709	455	1679	1620	1450	3194	621	474	1422	666	648
Edc4	2101	1080	1061	4065	1362	1239	2528	3208	2394	4116	1097	1516	2111	1488	1606
Eddm3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edem1	67802	36311	36677	74657	37025	28137	33637	40842	30772	37861	18686	18533	25360	20820	27400
Edem2	638	383	339	1171	564	447	723	1059	760	1494	366	509	521	427	542
Edem3	988	1002	1217	1880	1482	1116	3128	4089	3038	1069	1223	1282	813	1640	1698
Edf1	1011	517	828	1606	865	1027	1544	2398	1635	2560	539	1105	660	754	1192
Edil3	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0
Edn1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Edn2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Edn3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ednra	1	0	0	9	1	0	0	0	0	0	0	0	0	1	0
Ednrb	2	1	1	0	1	3	0	2	2	0	0	3	0	0	0
Eea1	79	16	82	421	194	121	266	371	251	95	74	125	76	99	138
Eed	721	343	459	1555	614	602	1428	1925	1381	1707	612	815	614	539	709
Eef1a1	43496	17156	30974	126809	71796	54759	82400	108976	81454	120058	36083	65286	39763	42655	51140
Eef1a2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
Eef1b2	2833	601	1580	8916	2681	2824	3928	5255	3773	8995	1565	3395	2605	1308	2516
Eef1d	1087	387	732	3559	1531	1315	1930	2710	1971	3287	791	1299	923	883	1182
Eef1e1	341	116	218	864	357	304	374	576	392	636	177	300	262	190	303
Eef1g	1259	350	432	3499	1584	875	1650	2137	1567	2835	701	882	994	801	758
Eef2	24943	11409	15820	82444	35287	23906	55498	71697	53032	91810	20295	30886	26004	25072	26038
Eef2k	353	164	148	992	466	538	957	1266	910	2608	575	766	671	472	568
Eefsec	1723	1395	1087	2467	1560	1122	2109	2385	1944	2660	1008	1222	1037	1460	1230
Eepd1	78	50	75	126	73	138	527	704	560	233	91	125	108	169	228
Efcab1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab11	81	9	35	202	141	112	255	284	256	282	51	161	59	102	75
Efcab12	12	10	14	35	27	31	28	29	24	53	29	42	31	15	31
Efcab14	879	811	635	2201	922	778	2028	1894	1961	2247	978	897	918	862	1160
Efcab2	37	22	29	92	37	36	127	98	98	49	25	52	47	33	38
Efcab3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Efcab4a	9	0	5	0	0	2	3	7	0	2	4	2	6	1	3
Efcab4b	40	66	51	163	93	83	206	212	185	78	99	115	64	84	118
Efcab5	63	44	58	122	74	59	258	271	255	72	87	74	85	82	98
Efcab6	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
Efcab7	97	88	108	202	91	148	242	317	260	181	99	136	109	87	165
Efcab8	12	20	23	7	7	6	33	33	38	4	7	8	14	13	18
Efcab9	2	1	3	12	12	8	15	15	13	5	8	12	8	19	14
Efcc1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Efemp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efemp2	43	15	18	218	96	31	28	50	43	45	20	23	28	24	28
Efha1	1031	294	308	2426	581	582	768	942	663	1918	347	802	877	349	495
Efha2	176	148	111	287	127	81	277	282	216	155	116	96	166	129	135
Efhb	0	0	1	1	0	3	0	2	1	1	1	5	1	0	1
Efhc1	20	20	3	21	13	12	24	29	23	34	11	21	14	15	3
Efhc2	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0
Efhd1	5	0	0	16	3	0	1	0	0	1	0	0	1	2	0
Efhd2	559	197	257	1482	414	410	734	1008	726	1890	279	447	444	310	330
Efna1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efna2	11	3	7	116	45	12	8	18	15	42	4	9	11	6	14
Efna3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Efna4	105	39	47	221	101	81	61	68	55	168	28	65	41	30	59
Efna5	0	2	0	0	0	0	0	0	0	9	0	0	0	1	0
Efnb1	21	13	20	92	43	27	45	86	39	58	12	31	15	23	22
Efnb2	21	9	10	29	5	2	43	48	26	36	3	10	21	6	11
Efnb3	67	16	39	156	33	35	65	90	107	127	26	43	68	33	35
Efr3a	1699	1420	1288	3447	2070	1673	3538	4503	3358	2694	1928	2089	1719	1993	2167
Efr3b	19	6	12	373	106	12	34	49	40	61	13	24	23	18	27
Efs	0	0	0	4	3	0	1	0	0	0	0	0	0	2	0
Eftud1	547	402	356	995	503	406	1110	1252	968	917	436	393	421	503	495
Eftud2	2048	764	668	4663	1443	868	2135	2572	2059	4181	828	888	1932	1037	972
Egf	19	20	11	54	11	22	31	30	23	31	21	24	13	11	12
Egfbp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egfem1	0	0	0	14	3	0	0	0	0	0	0	0	0	2	0
Egfl6	2	0	0	3	0	0	1	4	1	0	1	0	2	1	1
Egfl7	6	0	0	39	14	15	19	47	16	52	14	25	5	12	7
Egfl8	237	65	96	190	44	66	224	320	251	405	107	113	213	94	146
Egflam	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Egfr	0	0	4	0	0	1	0	1	1	0	1	0	1	1	1
Egln1	1545	800	597	1933	1024	551	2203	2745	2016	2597	710	703	1006	1021	699
Egln2	808	558	527	1782	727	535	1258	1770	1259	2438	558	611	654	739	653
Egln3	1983	895	1063	3866	1047	655	495	606	435	1668	403	467	736	443	469
Egr1	1293	366	752	1889	250	896	606	687	502	1948	220	607	1660	458	628
Egr2	153	103	186	246	78	249	292	452	335	343	115	233	318	245	285
Egr3	12	12	12	29	5	24	16	22	21	29	2	15	28	12	18
Egr4	0	0	1	3	0	4	2	4	1	0	0	1	0	0	0
Ehbp1	40	36	48	130	86	49	139	166	137	93	77	59	34	68	69
Ehbp1l1	583	449	424	1415	592	450	1121	1403	1095	1256	402	503	497	561	584
Ehd1	478	96	172	1174	498	352	607	792	693	1275	166	371	297	270	230
Ehd2	2	0	0	7	2	0	1	2	2	0	0	1	0	1	0
Ehd3	394	513	708	817	298	422	1507	1671	1557	1993	948	888	686	732	605
Ehd4	313	45	172	1049	347	266	413	498	318	828	163	284	195	272	137
Ehf	0	0	2	0	0	0	1	2	1	0	0	0	0	1	1
Ehhadh	1077	700	356	807	279	258	539	539	473	694	255	220	512	334	375
Ehmt1	1958	1246	1408	3570	1477	1335	3666	4481	3360	3258	1350	1431	1664	1546	1855
